slug,name,date,dateEnd,dateDisplay,prefecture,region,location,tags,description,url,imageUrl,status
uomachi-botanical-night-market-2026-06,魚町ボダニカルナイトマーケット,2026-06-13,2026-06-14,2026.06.13-14,福岡,九州,魚町みらい広場,マルシェ,日時：2026年6月13日（土）12:00～21:00・6月14日（日）11:00～17:00 会場：魚町みらい広場 日常に、野生を。 人気のアガベを中心に、ビカクシダ、アロイド・ディッキアといった個性豊かな植物が勢揃い。さらに、植物ファン必見の作家物の鉢や、機能的でおしゃれな園芸グッズも多数並びます。 魚町ボダニカルナイトマーケット | 魚町みらい広場 https://uomachi-mirai.com/news/417/,https://uomachi-mirai.com/news/417/,,past
plants-plants-sapporo-2026-06,プランツ×プランツ,2026-06-13,2026-06-14,2026.06.13-14,北海道,北海道,ガーデニングショップマイン 大温室,マルシェ,札幌市のガーデニングショップマイン大温室で開催される、北海道の育成家・ショップによる植物の展示販売・オークション・トレード会。,https://decks.jp/plantsplants/,,past
reggio-popup-shiga-2026-06,REGGIO POP UP SHOP in SHIGA,2026-06-13,2026-06-14,2026.06.13-14,滋賀,関西,doo-bop（草津市）,即売会,佐賀の植物店REGGIOによるポップアップ。アガベ・サボテン・パキポディウムなど塊根・珍奇植物の即売とコーヒー販売。,https://www.doo-bop.com/reggio-pop-up-shop/,https://www.doo-bop.com/wp-content/uploads/2026/05/c077077a3da5e9981120c90d641a453f.jpg,past
sogawa-street-spine-2026-06,SOGAWA STREET SPINE,2026-06-14,2026-06-14,2026.06.14,富山,北陸,総曲輪BASE,即売会,富山市の総曲輪BASEで開催される、全国のアガベ・塊根植物の出店者が集う北陸の植物カルチャーイベント。,https://www.instagram.com/sogawa_street_spine/,,past
botanical-wagon-vol2-ami-2026-06,ボタニカルワゴン vol.2,2026-06-14,2026-06-14,2026.06.14,茨城,関東,四国造園,マルシェ,茨城県阿見町の四国造園で開催される、多肉・アガベ・ハオルチアなどの専門店が集うマルシェ形式の植物販売会の第2回。,https://www.instagram.com/shikokuzouen/,,past
planchu-marche-vol1-yomitan-2026-06,ぷらんちゅマルシェ vol.1,2026-06-14,2026-06-14,2026.06.14,沖縄,九州,読谷村字上地101-1（イオンタウン読谷座喜味近く）,マルシェ,あむぷらんつ主催のゆるいアガベイベント。初心者向けアガベ販売、持ち寄り株の交換、育成相談などを楽しめる。,https://www.instagram.com/p/DZKWZ8Akz9h/,,past
mini-soransai-june-2026,ミニ草乱祭（6月）,2026-06-20,2026-06-21,2026.06.20-21,埼玉,関東,シマムラ園芸 第2ハウス,即売会,埼玉県越谷市のシマムラ園芸で開催されるアガベ・多肉植物の即売会。入場無料。,https://soransai.com/,,past
hachimon-plants-festa-5th-ueda-2026-06,第5回 鉢もん植物フェスタ & frillマルシェ,2026-06-20,2026-06-21,2026.06.20-21,長野,北陸,カクイチA-SITE上田店,即売会|マルシェ,長野県上田市のカクイチA-SITE上田店で開催。多肉植物・アガベ・チランジア・塊根植物などの販売に加え、ハンドメイド雑貨・ワークショップ・フードも楽しめる2日間。,https://www.instagram.com/hachimonplantingmarket/,https://www.tobu-dept.jp/files/event/8861/smn_260617_konahaku.jpg,past
ohana-de-marche-chiyo-2026-06,オハナdeマルシェ,2026-06-20,2026-06-21,2026.06.20-21,奈良,関西,オハナガーデン千代店,マルシェ|即売会,オハナガーデン千代店で開催される多肉植物とガーデン雑貨のマルシェ。クレイ多肉やワークショップも楽しめる2日間。,https://www.instagram.com/ohana._.garden/,,past
kisarazu-engei-yoichi-2026-06,木更津園芸夜市,2026-06-20,2026-06-20,2026.06.20,千葉,関東,木更津市金田地域交流センター（きさてらす）,即売会,夕方から夜にかけて開催される多肉植物・サボテン中心の夜市。1000円以下の苗や在庫整理品などお買い得品が並ぶ。,https://www.instagram.com/chiba_c_and_s_association/,,past
aichin-shokusai-2026,愛珍植祭2026,2026-06-21,2026-06-21,2026.06.21,愛知,東海,刈谷市産業振興センター あいおいホール,即売会,珍奇植物・アガベ・塊根植物などビザールプランツが集結する刈谷の植物即売会。入場無料・刈谷駅から徒歩圏内。,https://www.facebook.com/p/%E6%84%9B%E7%8F%8D%E6%A4%8D%E7%A5%AD-61550067686678/,,past
asamiya-tanikusai-2026-06,あさみやin「多肉祭」,2026-06-21,2026-06-21,2026.06.21,茨城,関東,雑貨のお店 あさみや,即売会,茨城県東海村の「あさみや」で開催される、多肉植物専門店や雑貨・キッチンカーが集まる多肉祭（第6回）。,https://www.instagram.com/asamiya.hiromi/,,past
mr-plants-market-niigata-2026-06,Mr. Plants Market 2026,2026-06-21,2026-06-21,2026.06.21,新潟,北陸,いくとぴあ食花,即売会,新潟市のいくとぴあ食花で開催される、レアプランツ販売や品評会を行う植物即売イベント。,https://www.instagram.com/mr.plants.market/,,past
jungle-caravan-hokkaido-2026-06,JUNGLE CARAVAN — HOKKAIDO —,2026-06-21,2026-06-21,2026.06.21,北海道,北海道,ブランチ札幌月寒,即売会,札幌市・ブランチ札幌月寒で開催される、個性的な植物やテラリウムを楽しめる入場無料の植物イベント。,https://www.branch-sc.com/tsukisamu/shop/pop-eventnews.jsp?id=7945,https://www.visit-hokkaido.jp/common/images/ogImg.png,past
myoko-taniku-market-14th-2026,妙高多肉市場 vol.14,2026-06-21,2026-06-21,2026.06.21,新潟,北陸,フィールド妙高（道の駅あらい東側）,即売会|マルシェ,多肉植物を中心に陶器鉢・リメ缶・ガーデン雑貨が並ぶ妙高の即売イベント第14回。,https://www.instagram.com/_myoko_plants_market_/,,past
on-the-deck-3rd-2026-06,On The Deck 3rd,2026-06-21,2026-06-21,2026.06.21,兵庫,関西,sunny drop,即売会,兵庫県加東市のsunny dropで開催される植物販売イベント。アガベ、アロエ、塊根植物、エケベリア、サボテン、ハオルチアなどが集まる。,https://www.instagram.com/_sunnydrop_/,https://www.odaiba-decks.com/theme/odaibadecks/assets/images/ogp_logo.png,past
taniku-sukijaken-ichi-3rd-2026-06,第3回 多肉すきじゃけん市,2026-06-21,2026-06-21,2026.06.21,広島,中国,湖畔の里 福富 多目的ホール,即売会,多肉植物に関わる出店者が集まる即売イベント。13時からは出店者によるじゃんけん大会も開催。,https://www.instagram.com/p/DYmMxpgk0Xo/,,past
kyoujinkai-rakuichi-2026-06,狂人会楽市,2026-06-21,2026-06-21,2026.06.21,埼玉,関東,むさしの村さくらホール,即売会,日本サボテン狂人会主催の即売会。サボテンを中心にハオルチア、パキポディウム、アガベ、アロエなどが並ぶ。入場・駐車無料。,https://www.instagram.com/kyoujinkai/,,past
hankyu-green-expo-2026,Hankyu GREEN EXPO 阪急植物博覧会 2026,2026-06-24,2026-06-29,2026.06.24-29,大阪,関西,阪急うめだ本店 9階祝祭広場,大型|即売会,阪急うめだ本店で初開催の植物博覧会。珍奇植物・食虫植物を含む国内有力店が集結し、観察教室やトークショーも開催。,https://prtimes.jp/main/html/rd/p/000002989.000014431.html,https://www.hankyu-dept.co.jp/honten/og.png,past
sendai-agave-shop-vol2,仙台竜舌露店 Vol.2,2026-06-27,2026-06-27,2026.06.27,宮城,東北,虹色路店前 ガレージスペース,マルシェ,宮城県仙台市で開催されるアガベやリュウゼツランの専門マルシェ。,,,past
nagasaki-plants-classic-2026-06,NAGASAKI PLANTS CLASSIC,2026-06-27,2026-06-28,2026.06.27-28,長崎,九州,NAGASAKI PLANTS CLASSIC 特設会場（雲仙市国見町）,即売会,長崎県雲仙市で開催される、観葉・多肉・塊根・盆栽など幅広い植物が集まる大型植物イベント。,https://www.instagram.com/nagasaki.plants.classic/,,past
bop-with-needles-nagoya-2026-06,B.O.P with NEEDLES,2026-06-27,2026-06-28,2026.06.27-28,愛知,東海,坪井健樹園,展示会,名古屋市の坪井健樹園で開催される、国内外のブリーダーによるブロメリアの展示販売イベント。,https://www.instagram.com/tsuboikenjuen/,,past
minori-kaboku-cactus-agave-2026-06,サボテン・アガベ・多肉・塊根植物 展示即売会（みのり花木センター）,2026-06-27,2026-06-28,2026.06.27-28,栃木,関東,みのり花木センター インターパーク店,即売会,栃木県宇都宮市のみのり花木センターで開催される、サボテン・アガベ・多肉・塊根植物の展示即売会。,https://www.instagram.com/minori_kaboku_interpark/,,past
fuji-taniku-plants-marche-2026-06,富士多肉プランツマルシェ,2026-06-27,2026-06-27,2026.06.27,静岡,東海,啓芳園,即売会,静岡県富士宮市の啓芳園で開催される多肉植物の即売マルシェ。販売会は10:00から、競り会は14:00から。,https://www.instagram.com/fuji_taniku/,,past
ennichi-gaiden-okayama-2026-06,園日 外伝,2026-06-28,2026-06-28,2026.06.28,岡山,中国,熊山英国庭園,即売会,岡山県赤磐市の熊山英国庭園で開催される、パキポディウムやサボテン実生をテーマにした即売イベント「園日」の外伝企画。,https://www.instagram.com/westsaboten.misyonokai/,,past
natsu-cactus-succulent-fair-sapporo-2026,サボテン多肉植物フェア 夏 (札幌),2026-07-03,2026-07-05,2026.07.03-05,北海道,北海道,花のとびつか,即売会,札幌サボテンクラブ主催。余剰苗の販売、恒例のセリ会あり。,https://www.instagram.com/sapporo.cactus.club/,,past
yogoshiyama-taniku-matsuri-2026-07,多肉植物まつり2026（夜越山）,2026-07-04,2026-07-12,2026.07.04-12,青森,東北,夜越山森林公園,即売会,多肉植物の展示・販売会にリメイク鉢やガーデン雑貨も並ぶ。週末ごとにゲスト出店者が入れ替わり、寄せ植え体験なども楽しめる。,https://www.instagram.com/hakuhoen_enchou/,,past
kyoto-midori-marche-bangaihen-natsumatsuri-2026-07,番外編の番外編 夏祭り,2026-07-04,,2026.07.04,京都,関西,TauT 阪急洛西口,マルシェ|即売会,京都みどりのマルシェの夏特別編。サボテン・多肉植物系を中心とした個性派出店者が集合するマーケット。,https://www.instagram.com/midorino_marche/,https://fs.tour.ne.jp/index.php/file_manage/view/?contents_code=curation&file_name=497/55907/bdb6e9a7cc3caa260ce599129a79de2f.jpg,past
hentai-shokubutsu-fes-vol0-atc-2026-07,変態植物倶楽部FES Vol.0,2026-07-04,2026-07-05,2026.07.04-05,大阪,関西,ATCホール,即売会|珍奇植物,ATCホールで初開催の珍奇植物マーケット。約20店の専門ショップが集結。,https://www.tv-osaka.co.jp/event/reptiles2026/project/,,past
rekishi-domannaka-chokkyu-shokubutsu-2026-07,第3回 歴史ど真ん中～直球植物～古都の宴,2026-07-04,2026-07-05,2026.07.04-05,京都,関西,京都市勧業館 みやこめっせ,即売会,オーキッド＆ボタニカル主催、京都・みやこめっせで開催される植物即売イベント「歴史ど真ん中〜直球植物〜古都の宴」の第3回。,https://h27664.wixsite.com/orchidbotanical/en/blank-4/dai3kai-rekishidomannaka-chokkyushokubutsu-kotonoutage,"https://static.wixstatic.com/media/4c353f_09240e3e2f8c42c59beaa6a7ceb90d40~mv2.jpg/v1/fill/w_1024,h_1500,al_c,q_85/4c353f_09240e3e2f8c42c59beaa6a7ceb90d40~mv2.jpg",past
okhotsk-taniku-festival-vol2-2026-07,オホーツク多肉Festival 2026 vol.2,2026-07-05,2026-07-05,2026.07.05,北海道,北海道,端野石倉交流センター,即売会,北見初開催。北海道各地から多肉植物や陶器鉢・リメ鉢・リメ缶などの出店者が集まる多肉イベント。,https://www.instagram.com/hashisiruku/,,past
taniku-matsuri-iwami-2026-07,多肉祭りin石見,2026-07-05,2026-07-05,2026.07.05,島根,中国,道の駅ゆうひパーク浜田,即売会,島根県サボテン多肉植物の会の趣味家による展示販売会。サボテン・多肉植物・アガベ・塊根植物の株が並ぶ。,https://www.instagram.com/d.plants.s/,,past
plant-freaks-vol6-2026-07,PLANT FREAKS vol.6,2026-07-10,2026-07-11,2026.07.10-11,東京,関東,オリナス錦糸町,即売会,塊根植物・アガベ・多肉植物・ハオルチア・ビカクシダが集まる「狂喜的な植物即売会」第6回。入場無料。,https://www.instagram.com/plant_fks/,,past
botanical-botanical-kashima-2026-07,BOTANICAL BOTANICAL KASHIMA,2026-07-11,2026-07-12,2026.07.11-12,茨城,関東,メルカリスタジアム（カシマサッカースタジアム）,即売会,アガベ・塊根植物・多肉植物などのビザールプランツに作家鉢やアパレル、フードも揃う植物とライフスタイルのフェス。,https://www.instagram.com/botanical.botanical/,,past
jiyu-kusaichi-vol1-shiga-2026-07,自由草市 connecting smiles VOL.1 滋賀,2026-07-11,2026-07-12,2026.07.11-12,滋賀,関西,BORN FREE MEGA STORE,即売会,サボテン・アガベ・ビカクシダが集まる入場無料の園芸イベント。コレクション植物や鉢の販売、フード出店も。,https://www.instagram.com/yugo.black/,,past
green-dayz-higashikawa-2026-07,GREEN DAY'Z in HIGASHIKAWA,2026-07-11,2026-07-12,2026.07.11-12,北海道,北海道,せんとぴゅあⅠ,マルシェ,盆栽・水石・作家鉢からアガベ・多肉植物・塊根植物まで集まる屋内外植物イベント第2弾。キッチンカーや青空フリーマーケットも。,https://www.instagram.com/green_days2026/,https://mazasse.com/cms3/wp-content/uploads/2026/05/Document_20260510_0001-scaled-e1778401671604.jpg,past
isij-big-bazaar-2026-07-12,7月のサボテン・多肉植物ビッグバザール,2026-07-12,2026-07-12,2026.07.12,東京,関東,五反田TOCビル 13階,大型|即売会,ISIJ（国際多肉植物協会）主催のサボテン・多肉植物ビッグバザール。五反田TOCビル13階で開催される夏の定例即売会。,http://isij.net/,https://midori-no-nikki.com/wp-content/uploads/2023/09/アガベ：覇王竜-1-scaled.jpg,past
bingo-botanical-base-vol1-fukuyama-2026-07,BINGO BOTANICAL BASE vol.1,2026-07-12,2026-07-12,2026.07.12,広島,中国,iti SETOUCHI,即売会|珍奇植物,全国各地の植物とGOODS・FOODが福山のiti SETOUCHIに集結。,,,past
plants-hobbyist-niigata-2026-07,Plants Hobbyist,2026-07-12,2026-07-12,2026.07.12,新潟,北陸,いくとぴあ食花展示館,即売会,新潟市のいくとぴあ食花で開催される、多肉・サボテン・食虫植物など多ジャンルの植物愛好家が集う入場無料の即売会。,https://www.instagram.com/p/DYzZjhGD92z/,,past
agave-popup-market-nagoya-2026-07,Agave Pop up market,2026-07-12,2026-07-12,2026.07.12,愛知,東海,ライオンズマンション栄911（名古屋・栄）,即売会,名古屋・栄で開催されるアガベの即売イベント。販売者・趣味家・実生家が集まり、オンリーワンな株を探せるポップアップマーケット。,,,past
wild-green-jam-vol3-2026-07,WILD GREEN JAM VOL.3,2026-07-12,2026-07-12,2026.07.12,兵庫,関西,珍奇植物・観葉植物専門店 joy grove（明石）,マルシェ,joy grove店内で開催される植物・雑貨・アートの1日マーケット。アガベ、ユーフォルビア、ビカクシダ、ディッキアなどが並ぶ。,https://www.instagram.com/joy_grove_0501/,https://image.jimcdn.com/app/cms/image/transf/none/path/sbd16b4486a4e4022/image/ic356ca1a08dd9cd3/version/1707308530/image.jpg,past
green-days-amu-oita-2026-07,GREEN DAYS at AMU,2026-07-17,2026-07-20,2026.07.17-20,大分,九州,アミュプラザおおいた 1階イーストガーデン,即売会|ビカクシダ,ビカクシダ専門店 vandaka plants による4日間の展示販売。予約制の板付けワークショップ（7/18・19）も開催。,https://www.vandaka-plants.com/,,past
seedpot-summer-fair-2026,Seedpot Summer Fair 2026,2026-07-17,2026-07-19,2026.07.17-19,茨城,関東,小島舎Seedpot温室,即売会|着生植物|珍奇植物,"Seedpotは、25,000種以上ある洋蘭の中から厳選された品種を取り扱う店舗です。カトレヤやデンドロビウムなどの多彩な品種を取り揃え、植物を育てる楽しさを知る私たちが、初心者から上級者まで、それぞれの環境に合った植物選びをサポートします。栽培アドバイスや講習会を通じて、植物の魅力と育てる喜びをお伝えしています。色彩豊かな花々や香り、驚くべき生命力をぜひ体験してください。",https://x.com/Seedpot_,https://pbs.twimg.com/media/HHMjnx5aoAAKQZh.jpg:large,past
botanical-market-mie-2026-07,BOTANICAL MARKET MIE vol.last,2026-07-18,2026-07-20,2026.07.18-20,三重,東海,三重明和インキュベーションセンター（ブライトガーデン明和内）,即売会|マルシェ,アガベ・多肉植物・塊根植物・ビカクシダの出店に雑貨やキッチンカーも並ぶボタニカルマーケット。同会場での開催はラストの回。,https://www.instagram.com/botanical.market.mie/,,past
townpal-commons-ishigaki-2026-07,珍奇植物イベント「本屋はもっと、楽しくなる」,2026-07-18,2026-07-25,2026.07.18-25,沖縄,九州,TOWNPAL COMMONS（タウンパルやまだ）,即売会|珍奇植物,石垣島の書店交流スペースで開催される珍奇植物の展示販売。塊根植物のJITSU PLANTSとアガベのISLAND AGAVEが出店し、関連本の選書コーナーも。,https://www.instagram.com/yamada_ishigaki/,,past
tropical-fes-kanazawabunko-2026-07,トロピカルフェス 2026,2026-07-18,2026-07-19,2026.07.18-19,神奈川,関東,グリーンファーム金沢本店,即売会,横浜・金沢文庫の園芸店で開催される店内フェス。観葉植物・多肉植物・塊根植物・エアプランツと植物雑貨が集まり、植物系ゲストの来店企画も。,https://www.instagram.com/greenfarmkanazawa/,https://image.pia.jp/images/202511/202511300001_ex.jpg,past
sakura-night-marche-2026-07,ナイトマルシェ（さくら植物園）,2026-07-18,2026-07-18,2026.07.18,千葉,関東,さくら植物園,マルシェ,サボテン・多肉植物を扱う佐倉市の植物園で開かれる夕方からのナイトマルシェ。植物販売のほかキッチンカーやワークショップも。,https://www.instagram.com/sakura_shokubutsuen/,,past
nagasaki-bizarre-meetup-6th-2026-07,NAGASAKI BIZARRE MEET UP THE 6TH TIME,2026-07-19,2026-07-20,2026.07.19-20,長崎,九州,いわばえガーデン（ゴルフレンジ フォーシーズンズ内）,即売会,ビザールプランツを中心にこだわりの植物と鉢が並ぶ販売会第6回。ビカクシダ板付や苔テラリウムのワークショップも実施。,https://www.instagram.com/iwabaegarden/,https://www.nagasaki-tabinet.com/storage/special_features/563/responsive_images/lXbC6LrwCnjOuDqFBIlKpD7ZMq6tk9AjXpjuKfK2__1660_746.png,past
mirai-engei-henkyo-shokubutsuten-2026-07,ミライ園芸 辺境の植物展,2026-07-19,2026-07-19,2026.07.19,新潟,北陸,長岡防災公園 花テラス,即売会,新潟県長岡市の花テラスで開催される、サボテン・塊根植物・アガベなどの展示販売を行う入場無料の植物展。,https://www.instagram.com/mirai_engei/,,past
playfulness-nagoya-2026-07,PLAYFULNESS,2026-07-19,2026-07-19,2026.07.19,愛知,東海,Rental space shinsakae,即売会,名古屋・新栄で開催される植物即売イベント。アガベ・パキポディウム・ブロメリア・エアプランツ・塊根植物に木工や陶器鉢の作家も出店。,,,past
botanical-ajito-yukuhashi-2026-07,BOTANICAL AJITO（ゆくはし植物園）,2026-07-19,2026-07-19,2026.07.19,福岡,九州,ゆくはし植物園,即売会|アロイド,福岡県行橋市のゆくはし植物園で開催される園芸店3組による合同即売会。木村園芸・北浦園芸・むらかみ園芸が出展し、アンスリウムやアロカシア、フィロデンドロンなどが並ぶ。,https://www.instagram.com/p/DaNSSwdj9m8/,https://uji-citypark.jp/botanical/files/site_config/capture.jpg,past
futawaen-petit-plant-flea-2026-07,プチ植物フリマ in 二和園,2026-07-19,2026-07-19,2026.07.19,千葉,関東,二和園,即売会,千葉・佐倉の園芸店「二和園」でゆるく開催されるプチ植物フリマ。ハオルチア・ビカクシダ・モンステラなどお手頃な株を中心に、チタノタ育成者との共同出店。,https://minna-ta29.com/facilities/stf771-2/,,past
ensoukai-fuchu-2026-07,園草会 2026,2026-07-20,2026-07-20,2026.07.20,東京,関東,府中市市民活動センター バルトホール,即売会|塊根植物|多肉植物,塊根植物・多肉植物・鉢など11店舗が集結する都内の即売会。,,,past
botanical-ajito-fukuoka-2026-07,BOTANICAL AJITO,2026-07-20,2026-07-20,2026.07.20,福岡,九州,FUKUOKA EFFECT本館,即売会|アロイド,海の日に福岡・西の丘で開催される園芸店3組による合同即売会。アロイドを中心とした観葉・珍奇植物が並ぶ。,https://fukuoka-effect.jp/,https://fukuoka-effect.jp/archives/001/201812/4aa266444d6a7c3ecaa8a4b1eaa66d8b.png,past
ozaki-chinshokubutsu-collection-3,オザキ珍植物コレクション3,2026-07-25,2026-07-26,2026.07.25-26,東京,関東,オザキフラワーパーク,即売会,奇妙な見た目・不思議な生態の珍植物が集結する販売イベント。第3回開催。練馬区の都内最大級ガーデンセンター・オザキフラワーパークの店内イベント。,https://ozaki-flowerpark.co.jp/news/2026-7-25-26ozakichinsyokubutsu3/,https://ozaki-flowerpark.co.jp/wp-content/uploads/2026/05/珍植物コレクション3.jpg,past
shokubutsu-chudoku-vol2-2026-07,しょくぶつちゅうどく vol.2,2026-07-25,2026-07-26,2026.07.25-26,兵庫,関西,エアロスペース（南あわじ市）,即売会,兵庫県南あわじ市で開催される、アガベ・多肉・サボテン・斑入り植物などの出店者が全国から集う2日間の植物イベント。第2回。,https://www.instagram.com/501plants/,,past
botanical-gathering-fukuoka-vol2-2026-07,BOTANICAL GATHERING FUKUOKA Vol.2.0,2026-07-25,2026-07-26,2026.07.25-26,福岡,九州,CAITAC SQUARE GARDEN 2階,即売会,植物を扱うショップ約40店が集まる即売会。25日はグリーンデイ（観葉植物・サボテン・ユーフォルビア）、26日はビザールデイ（アガベ・塊根植物・ディッキア）。主催はEARTHWALK PLANTS。,https://www.instagram.com/botanical_gathering_fukuoka/,,past
sumori-open-garden-otokomatsuri-2026-07,SUMORI Open garden 〜漢祭〜,2026-07-25,2026-07-26,2026.07.25-26,宮城,東北,スモリの家 中庭（ホームセンタームサシ名取店敷地内）,即売会,多肉植物・サボテン・雑貨が並ぶ植物と雑貨のマルシェ。両日13時からセリ会を開催。主催は吉祥園。,https://www.instagram.com/lucky_gardening/,https://www.sumori.jp/main/wp-content/uploads/dc7622cbc777e1167b51393d919c652f.png,past
art-fair-nagano-2026-07,ART FAIR NAGANO 2026,2026-07-25,2026-07-26,2026.07.25-26,長野,北陸,北野カルチュラルセンター,展示会|塊根植物|アガベ,長野市の北野カルチュラルセンターで開催されるアートフェア。Plants枠に青坊主・Willing plant・N PLANTS・鉢乃木屋・サボテンの吉村が参加し、塊根植物やアガベ、盆栽、サボテンが並ぶ。入場料500円。,https://aobouzu.official.ec/blog/2026/06/01/194023,,past
meet-vol7-harajuku-2026-07,"PLANT & POTTERY EXHIBITION ""Meet"" vol.07 in HARAJUKU",2026-07-25,2026-07-26,2026.07.25-26,東京,関東,MILLS TOKYO（原宿）,即売会,原宿・MILLS TOKYOで開催される植物と陶芸のポップアップ第7回。COOLCACTUS、Elbaz Farm、MINT COLLECTION GALLERYが出店し、作家鉢と植込み植物が並ぶ。,,,past
pakipo-no-sono-2026-07,パキポの園,2026-07-25,2026-07-25,2026.07.25,愛知,東海,カネヨシプレイス（みよし市勤労文化会館）,即売会,愛知県みよし市のカネヨシプレイスで開催される、パキポディウムを中心とした塊根植物の即売・交流イベント。,https://www.instagram.com/p/DYCbvZXk4rw/,,past
taniku-hanbaikai-fujikawa-rakuza-2026-07,多肉植物の販売会（富士川楽座）,2026-07-25,2026-07-25,2026.07.25,静岡,東海,富士川楽座 2Fフリースペース,即売会,道の駅「富士川楽座」2Fフリースペースで開催される多肉植物の販売会。10:00〜15:00。,https://fujikawarakuza.co.jp/event,https://fujikawarakuza.co.jp/wordpress/wp-content/themes/theme_rakuza/common/images/facebook.png,past
osaka-shokubutsu-en-vol3-2026-07,第三回 大阪植物宴,2026-07-26,2026-07-26,2026.07.26,大阪,関西,花と緑と自然の情報センター（長居公園）,即売会|珍奇植物,長居公園内の花と緑と自然の情報センターで開催される植物即売会の第3回。ビカクシダ、アガベ、多肉植物、サボテン、ブセファランドラなど幅広いジャンルが集まる。,https://www.instagram.com/p/DZXUbQVmTg_/,,past
yell-market-minamisenba-2026-07,yell market 2026,2026-07-26,2026-07-26,2026.07.26,大阪,関西,展示会場 南船場 drapeau MINAMI SENBA,即売会|多肉植物,大阪・南船場で開催される植物と作家鉢のポップアップ販売イベント。多肉植物や塊根植物に加え、陶芸作家が作陶した植木鉢や花器が並ぶ。,https://www.instagram.com/p/DY4RtNQIYm3/,https://s.yimg.jp/images/yellmarket/commonv3/img/ogp_img.png,past
isij-summer-festival-2026,多肉植物サマーフェスティバル 2026,2026-07-26,2026-07-26,2026.07.26,埼玉,関東,狭山スキー場,即売会,国際多肉植物協会（ISIJ）恒例のサマーフェスティバル。多肉植物・サボテンの展示即売。今回は1日開催。,http://isij.net/,,past
